taxon_id, parent_id, page_id
63769164, 62711135, 46452400
63769165, 62711135, 46452401
63769166, 62711135, 46452402
63769167, 62711135, 46452403
63769168, 62711135, 46452404
63769169, 62711135, 46452405
63769170, 62711135, 46452406
63769171, 62711135, 46452407
63769172, 62711135, 46452408
63769173, 62711135, 46452409
63769174, 62711135, 46452410
63769175, 62711135, 46452411
63769176, 62711135, 46452412
63769177, 62711135, 46452413
63769178, 62711135, 46452414
63769179, 62711135, 46452415
63769180, 62711135, 46452416
63769181, 62711135, 46452417
63769182, 62711135, 46452418
63769183, 62711135, 46452419
63769184, 62711135, 46452420
63769185, 62711135, 46452421
63769186, 62711135, 46452422
62711149, 62711083, 3048174
62711150, 62711149, 3048175
62711151, 62711149, 3048416
62711152, 62711083, 3027815
62711153, 62711152, 3027816
62711154, 62711152, 3027817
63769187, 62711152, 46452423
63769188, 62711152, 46452424
62711155, 62711083, 52748
62711156, 62711155, 586909
62711157, 62711155, 3027824
62711158, 62711155, 3027825
62711159, 62711155, 3027826
62711160, 62711155, 3027827
62711161, 62711155, 3027828
62711162, 62711155, 3027829
62711163, 62711155, 3027830
62711164, 62711155, 3027831
62711165, 62711155, 3027832
62711166, 62711155, 620093
62711167, 62711155, 3027834
62711168, 62711155, 3027835
62711169, 62711155, 620087
62711170, 62711155, 595868
62711171, 62711155, 3027838
62711172, 62711155, 3027839
62711173, 62711155, 491448
62711174, 62711155, 3048172
62711175, 62711155, 45367293
62711176, 62711155, 45367294
62711177, 62711155, 33077200
62711178, 62711155, 403627
62711179, 62711155, 405092
62711180, 62711155, 620096
62711181, 62711155, 620086
63769189, 62711155, 46452425
63769190, 62711155, 46452426
63769191, 62711155, 46452427
62711182, 62711083, 3027840
62711183, 62711182, 3027841
62711184, 62711182, 3027842
62711185, 62711182, 3027843
62711186, 62711083, 3048176
62711187, 62711186, 3048177
62711188, 62711083, 3048487
62711189, 62711188, 455822
62711190, 62711188, 33077204
62711191, 62711188, 4794037
62711192, 62711188, 33077166
62711193, 62711188, 4794036
62711194, 62711188, 33077186
62711195, 62711188, 33077179
62711196, 62711188, 4794039
62711197, 62711188, 4794038
62711198, 62711188, 18727262
62711199, 62711083, 3048841
62711200, 62711199, 4794080
62711201, 62711199, 33077165
62711202, 62711199, 45367320
62711203, 62711199, 10640887
62711204, 62711199, 10640885
62711205, 62711199, 10640889
62711206, 62711199, 4794077
62711207, 62711199, 4794082
62711208, 62711199, 45367326
62711209, 62711199, 45367327
62711210, 62711199, 45367328
62711211, 62711199, 45367329
62711212, 62711199, 45367330
62711213, 62711199, 45367331
62711214, 62711199, 45367332
62711215, 62711199, 45367333
62711216, 62711199, 45367334
62711217, 62711199, 45367335
62711218, 62711199, 45367336
62711219, 62711083, 3054701
62711220, 62711219, 619788
62711221, 62711219, 7162816
62711222, 62711219, 15534366
62711223, 62711219, 4794101
62711224, 62711219, 10640630
62711225, 62711219, 10640631
62711226, 62711225, 15757313
62711227, 62711219, 33084290
62711228, 62711219, 4794099
62711229, 62711219, 33084286
62711230, 62711219, 33084285
62711231, 62711219, 33084288
63769192, 62711219, 46452428
62711232, 62711083, 2567446
62711233, 62711232, 45367351
62711234, 62711232, 18728090
62711235, 62711232, 4794196
62711236, 62711232, 33084190
62711237, 62711232, 4794204
62711238, 62711232, 33085155
62711239, 62711232, 33085151
62711241, 62711232, 33085153
62711242, 62711232, 45367360
62711243, 62711232, 45367361
63769193, 62711232, 46452429
62711244, 62711083, 75248
62711245, 62711244, 8637242
62711246, 62711244, 8637243
62711247, 62711244, 8638158
62711248, 62711244, 8638159
62711249, 62711244, 8638160
62711250, 62711244, 620100
62711251, 62711244, 13066534
62711252, 62711244, 33077187
62711253, 62711244, 620098
62711254, 62711244, 620099
62711255, 62711244, 45367373
62711256, 62711244, 45367374
62711257, 62711244, 45367375
62711259, 62711244, 45367377
62711260, 62711244, 45367378
62711261, 62711244, 45367379
62711262, 62711244, 45367380
62711263, 62711244, 45367381
62711264, 62711244, 45367382
62711265, 62711244, 45367383
62711266, 62711244, 45367384
62711267, 62711244, 45367385
62711268, 62711244, 45367386
62711270, 62711244, 45367388
62711271, 62711244, 45367389
62711272, 62711244, 45367390
62711273, 62711244, 45367391
62711274, 62711244, 45367392
62711275, 62711244, 45367393
63769194, 62711244, 46452430
63769195, 62711244, 46452431
62711276, 62711083, 4794140
62711277, 62711276, 45367395
62711278, 62711276, 45367396
62711279, 62711276, 4794141
62711280, 62711276, 15757333
62711281, 62711276, 15757334
62711282, 62711083, 75249
62711283, 62711282, 4793933
62711284, 62711282, 620102
62711285, 62711282, 33084145
62711286, 62711282, 4793934
62711287, 62711282, 4793935
62711288, 62711282, 4793936
62711289, 62711282, 11999637
62711290, 62711282, 33084139
62711291, 62711282, 33084140
62711292, 62711083, 61087
62711293, 62711292, 483475
62711294, 62711083, 4794157
62711295, 62711294, 45367413
62711296, 62711294, 45367414
62711297, 62711294, 45367415
62711298, 62711083, 4797389
62711299, 62711298, 45367417
62711300, 62711298, 4797391
62711301, 62711083, 18651423
62711302, 62711301, 45367420
62711303, 62711301, 33957237
62711304, 62711083, 13065871
62711305, 62711304, 45367423
62711306, 62711304, 45367424
62711307, 62711304, 45367425
62711308, 62711304, 45367426
62711309, 62711083, 4794103
62711310, 62711309, 33077183
62711311, 62711309, 13776350
62711312, 62711311, 4794109
62711313, 62711309, 10640623
62711314, 62711309, 10640624
62711315, 62711309, 33084770
62711316, 62711309, 45367434
62711317, 62711309, 45367435
62711318, 62711309, 45367436
62711319, 62711083, 45367437
62711320, 62711319, 45367438
62711321, 62711083, 9096124
62711322, 62711321, 10640675
62711323, 62711083, 2567809
62711324, 62711323, 10640903
62711325, 62711323, 4794132
62711326, 62711323, 13776477
62711327, 62711323, 45367445
62711328, 62711323, 45367446
62711329, 62711323, 45367447
62711330, 62711323, 45367448
62711331, 62711083, 4794243
62711332, 62711331, 4794245
62711333, 62711331, 45367451
62711334, 62711331, 45367452
62711335, 62711083, 24314048
62711336, 62711335, 45367454
62711337, 62711083, 4794318
62711338, 62711337, 45367456
62711339, 62711083, 24314058
62711340, 62711339, 45367458
62711341, 62711339, 45367459
62711342, 62711083, 4948190
62711343, 62711342, 45367461
62711344, 62711342, 45367462
62711345, 62711083, 4948389
62711346, 62711345, 45367464
62711347, 62711083, 4948479
62711348, 62711347, 45367466
62711349, 62711347, 45367467
62711350, 62711083, 2567452
63769196, 62711350, 46452432
62711351, 62709418, 33072182
62711352, 62711351, 39478
62711353, 62711352, 401186
62711354, 62711353, 1262364
62711355, 62711352, 482380
62711356, 62711355, 20583941
62711357, 62711355, 35179912
62711358, 62711352, 619494
62711359, 62711352, 462630
62711360, 62711359, 35179924
62711361, 62711352, 619493
62711362, 62711352, 586213
62711363, 62711352, 619495
62711364, 62711352, 467248
62711365, 62711352, 4796254
62711366, 62711352, 462626
62711368, 62711352, 45367486
62711369, 62711352, 4796338
62711370, 62711352, 45367488
62711371, 62711352, 13065989
62711372, 62711352, 45367490
62711373, 62711352, 13067382
62711374, 62711352, 45367492
62711375, 62711352, 45367493
62711376, 62711352, 10434267
62711377, 62711376, 28615335
62711378, 62711352, 4796251
62711379, 62711352, 579004
62711380, 62711352, 579005
62711381, 62711352, 619502
62711382, 62711352, 493288
62711383, 62711352, 579003
62711384, 62711352, 482839
62711386, 62711352, 4796263
62711387, 62711352, 4796324
62711388, 62711352, 19661586
62711389, 62711352, 396179
62711390, 62711352, 401139
62711391, 62711352, 493782
62711392, 62711352, 482381
62711393, 62711352, 33076931
62711394, 62711352, 4796339
62711395, 62711352, 18727253
62711396, 62711352, 33076932
62711397, 62711352, 33076930
62711398, 62711352, 579002
62711399, 62711352, 619497
62711400, 62711352, 4796322
62711401, 62711352, 33084198
62711402, 62711352, 33083910
62711403, 62711352, 33083911
62711404, 62711352, 45367522
62711405, 62711352, 45367523
63769197, 62711352, 46452433
62711406, 62711351, 3048771
62711407, 62711406, 3048772
62711408, 62711406, 3048773
62711409, 62711406, 33076958
62711410, 62711406, 33076957
62711411, 62711406, 4797421
62711412, 62711351, 32665
62711413, 62711412, 4795432
62711414, 62711412, 4795438
62711415, 62711412, 619846
62711416, 62711412, 619848
62711417, 62711412, 4795437
62711418, 62711412, 4795436
62711419, 62711412, 13701796
62711420, 62711412, 33085154
62711421, 62711351, 4798438
62711422, 62711421, 4798440
62711423, 62711421, 4795433
62711424, 62711421, 23362211
62711425, 62711421, 33084868
62711426, 62711351, 33084866
62711427, 62711426, 33084867
62711428, 62709418, 33074047
62711429, 62711428, 2567357
62711430, 62711429, 4797190
62711431, 62711429, 45367549
62711432, 62711429, 4797188
62711433, 62711429, 4797182
62711434, 62711429, 10701103
62711435, 62711429, 3050331
62711436, 62711429, 33084292
62711437, 62711429, 4797181
62711438, 62711429, 4797184
62711439, 62711429, 4797193
62711440, 62711429, 3050336
62711441, 62711429, 4797208
62711442, 62711428, 58775
62711443, 62711442, 619535
62711444, 62711442, 619530
62711445, 62711442, 619540
62711446, 62711442, 619531
62711447, 62711442, 619534
62711448, 62711442, 595346
62711449, 62711442, 462547
62711450, 62711442, 619533
62711451, 62711442, 4795866
62711452, 62711442, 619539
62711453, 62711442, 33077163
62711454, 62711442, 619528
62711455, 62711442, 619529
62711456, 62711442, 481567
62711457, 62711442, 619532
62711458, 62711442, 619543
62711459, 62711442, 619524
62711460, 62711442, 482709
62711461, 62711442, 45367579
62711462, 62711442, 45367580
62711463, 62711442, 619538
62711464, 62711442, 45367582
62711465, 62711442, 4795880
62711466, 62711442, 45367584
62711467, 62711442, 619536
62711468, 62711442, 4796019
62711469, 62711442, 45367587
62711470, 62711442, 45367588
62711471, 62711442, 45367589
62711472, 62711442, 4795875
62711473, 62711442, 45367591
62711474, 62711442, 45367592
62711475, 62711442, 4795868
62711477, 62711442, 4955237
62711478, 62711442, 4955236
62711479, 62711442, 4795876
62711480, 62711442, 4795857
62711481, 62711442, 4795938
63769198, 62711442, 46452434
63769199, 63769198, 46452435
63769200, 62711442, 46452436
62711482, 62711428, 4797671
62711483, 62711482, 4797674
62711484, 62711482, 45367602
62711485, 62711428, 75221
62711486, 62711485, 4795416
62711487, 62711428, 4797563
62711488, 62711487, 4795867
63769201, 62711487, 46452437
63769202, 62711487, 46452438
62711489, 62711428, 60906
62711490, 62711489, 482715
62711491, 62711428, 45367609
62711492, 62711491, 45367610
62711493, 62709418, 4939448
62711494, 62711493, 45367612
62711495, 62711494, 45367613
62711496, 62711493, 4801194
62711497, 62711496, 45367615
62711498, 62711493, 4800994
62711499, 62711498, 45367617
62711500, 62711493, 42209718
62711501, 62711500, 38755979
62711502, 62711493, 45367620
62711503, 62711502, 45367621
62711504, 62709418, 4935321
62711505, 62709418, 4939542
62711506, 62709418, 4800773
62711507, 62709418, 4939531
63769203, 62711507, 46452439
63769204, 63769203, 46452440
63769205, 62711507, 46452441
63769206, 63769205, 46452442
63769207, 63769205, 46452443
63769208, 63769205, 46452444
62711508, 62709418, 4935653
62711509, 62709418, 10648993
62711510, 56396817, 2567538
62711511, 62711510, 2386
62711512, 62711511, 4793392
62711513, 62711511, 4793378
62711514, 62711513, 8637842
62711515, 62711513, 8638992
62711516, 62711513, 4793349
62711517, 62711513, 4793381
62711518, 62711513, 4793348
62711519, 62711513, 483264
62711520, 62711513, 10434091
62711521, 62711513, 15543624
62711522, 62711513, 4793347
62711523, 62711513, 4793354
62711524, 62711513, 4793369
63769209, 62711524, 46452445
63769210, 62711524, 46452446
62711525, 62711513, 45367643
62711530, 62711511, 2567100
62711531, 62711530, 4793387
62711532, 62711530, 4793391
63769221, 62711532, 46452457
63769222, 62711532, 46452458
62711534, 62711530, 15543639
62711535, 62711530, 4793350
62711536, 62711511, 52309
62711537, 62711536, 620408
62711538, 62711536, 13066909
62711539, 62711536, 485233
62711540, 62711539, 10437273
62711541, 62711539, 4793370
62711542, 62711536, 620411
62711543, 62711536, 401345
62711544, 62711536, 15543638
62711545, 62711536, 4793355
62711546, 62711536, 4793360
62711547, 62711536, 4793364
62711548, 62711536, 4793358
62711549, 62711536, 468742
62711550, 62711536, 4793367
62711551, 62711536, 45367669
62711552, 62711536, 45367670
63769223, 62711536, 46452459
63769224, 62711536, 46452460
63769225, 62711536, 46452461
62711554, 62711511, 45367672
62711555, 62711554, 45367673
63769211, 62711511, 46452447
63769212, 63769211, 46452448
63769213, 63769212, 46452449
63769214, 63769211, 46452450
63769215, 63769214, 46452451
63769216, 63769214, 46452452
63769217, 63769211, 46452453
63769218, 63769211, 46452454
63769219, 63769211, 46452455
63769220, 63769211, 46452456
62711556, 62711510, 4939279
63769229, 62711556, 46452465
62711557, 62711510, 10648797
63769230, 62711557, 46452466
62711558, 62711510, 4939239
63769231, 62711558, 46452467
62711559, 62711510, 10648799
63769232, 62711559, 46452468
62711560, 62711510, 4800912
63769233, 62711560, 46452469
62711561, 62711510, 10648801
63769234, 62711561, 46452470
62711562, 62711510, 4939539
63769235, 62711562, 46452471
62711563, 62711510, 4939540
63769236, 62711563, 46452472
63769226, 62711510, 46452462
63769227, 63769226, 46452463
63769228, 63769226, 46452464
62711564, 56396817, 2567830
62711565, 62711564, 2389
62711566, 62711565, 20585065
62711567, 62711566, 45367685
62711568, 62711567, 71480
62711569, 62711568, 585844
62711570, 62711568, 4793847
62711571, 62711568, 45367689
62711572, 62711568, 45367690
62711573, 62711568, 45367691
62711574, 62711568, 45367692
62711575, 62711568, 45367693
62711576, 62711568, 17245111
62711577, 62711568, 17245042
62711578, 62711568, 45367696
62711579, 62711567, 38182
62711580, 62711579, 593856
62711581, 62711579, 593870
62711582, 62711579, 593868
62711583, 62711579, 3038928
62711584, 62711579, 586319
62711585, 62711579, 3048911
62711586, 62711579, 7163073
62711587, 62711579, 7163074
62711588, 62711579, 7163075
62711589, 62711579, 7163076
62711590, 62711579, 7163077
62711591, 62711579, 7163078
62711592, 62711579, 398610
62711593, 62711579, 17245166
62711594, 62711579, 45367712
62711595, 62711579, 17245091
62711596, 62711579, 45367714
62711597, 62711579, 17245109
62711598, 62711579, 17245110
62711599, 62711579, 45367717
62711600, 62711579, 17245116
62711601, 62711579, 17245123
62711602, 62711579, 4793819
62711603, 62711579, 45367721
62711604, 62711579, 17245139
62711605, 62711579, 17823136
62711606, 62711579, 45367724
62711607, 62711579, 17245103
62711608, 62711579, 17245058
62711609, 62711579, 17245052
62711610, 62711579, 17245059
62711611, 62711579, 4793816
62711612, 62711579, 17245158
62711613, 62711579, 45367731
62711614, 62711579, 45367732
62711615, 62711579, 45367733
62711616, 62711579, 45367734
62711617, 62711579, 456019
62711618, 62711579, 482694
62711619, 62711579, 482695
62711620, 62711579, 480727
62711621, 62711579, 45367739
62711622, 62711579, 45367740
62711623, 62711579, 482697
62711624, 62711579, 45367742
62711625, 62711579, 45367743
62711626, 62711579, 45367744
62711627, 62711579, 45367745
62711628, 62711579, 45367746
62711629, 62711579, 45367747
62711630, 62711579, 45367748
62711631, 62711579, 45367749
62711632, 62711579, 19660894
62711633, 62711579, 45367751
62711634, 62711579, 45367752
62711635, 62711579, 45367753
62711636, 62711579, 45367754
62711637, 62711567, 36576133
62711638, 62711637, 8638819
62711639, 62711637, 45367757
62711640, 62711637, 45367758
62711641, 62711637, 45367759
62711642, 62711637, 45367760
62711643, 62711637, 45367761
62711644, 62711637, 45367762
62711645, 62711637, 45367763
62711646, 62711567, 2567504
62711647, 62711646, 401408
62711648, 62711646, 45367766
62711649, 62711646, 401604
62711650, 62711646, 15757243
62711651, 62711646, 45367769
62711652, 62711567, 2567507
62711653, 62711652, 15757247
62711654, 62711567, 2567505
62711655, 62711654, 45367773
62711656, 62711567, 45367774
62711657, 62711656, 15757245
62711658, 62711656, 45367776
62711659, 62711656, 45367777
62711660, 62711656, 45367778
62711661, 62711656, 45367779
62711662, 62711656, 45367780
62711663, 62711656, 45367781
62711664, 62711656, 45367782
62711665, 62711567, 45367783
62711666, 62711665, 45367784
62711667, 62711566, 45367785
62711668, 62711667, 60900
62711669, 62711668, 585846
62711670, 62711668, 7163072
62711671, 62711668, 482701
62711672, 62711668, 45367790
62711673, 62711668, 45367791
62711674, 62711668, 45367792
62711675, 62711668, 45367793
62711676, 62711668, 45367794
62711677, 62711668, 45367795
62711678, 62711668, 17245141
62711680, 62711668, 45367798
62711681, 62711667, 2567498
62711682, 62711681, 3027699
62711683, 62711681, 4793894
62711684, 62711681, 45367802
62711685, 62711681, 45367803
62711686, 62711681, 15757234
62711687, 62711681, 45367805
62711688, 62711681, 45367806
62711689, 62711667, 36576128
62711690, 62711689, 8638816
62711691, 62711689, 8638817
62711692, 62711689, 45367810
62711693, 62711689, 45367811
62711694, 62711689, 45367812
62711695, 62711689, 45367813
62711696, 62711689, 45367814
62711697, 62711689, 45367815
62711698, 62711689, 45367816
62711699, 62711689, 15757236
62711700, 62711689, 45367818
62711701, 62711689, 45367819
62711702, 62711689, 45367820
62711703, 62711667, 8638820
62711704, 62711703, 8638821
62711705, 62711703, 8638822
63769237, 62711703, 46452473
62711706, 62711667, 36576130
62711707, 62711706, 15534125
62711708, 62711706, 45367826
62711709, 62711706, 15757239
62711710, 62711706, 4793886
62711711, 62711706, 45367829
62711712, 62711706, 45367830
62711713, 62711706, 45367831
62711714, 62711706, 45367832
62711715, 62711706, 45367833
62711716, 62711706, 45367834
62711717, 62711706, 45367835
62711718, 62711706, 45367836
62711719, 62711706, 45367837
62711720, 62711706, 45367838
62711722, 62711706, 15757238
62711723, 62711706, 45367841
62711724, 62711706, 45367842
62711725, 62711706, 45367843
62711726, 62711706, 45367844
62711727, 62711706, 45367845
62711728, 62711706, 45367846
63769238, 62711706, 46452474
62711729, 62711667, 52254
62711730, 62711729, 45367848
62711732, 62711667, 2567508
62711733, 62711732, 45367851
62711734, 62711565, 20589040
62711735, 62711734, 71479
62711736, 62711735, 585843
62711737, 62711735, 45367855
62711738, 62711735, 45367856
62711739, 62711735, 45367857
62711740, 62711735, 17245043
62711741, 62711735, 4793851
62711742, 62711734, 2567303
62711743, 62711742, 45367861
62711744, 62711742, 45367862
62711745, 62711742, 45367863
62711746, 62711734, 2567509
62711747, 62711746, 15757252
62711748, 62711734, 17245127
62711749, 62711748, 45367867
62711750, 62711565, 32046959
62711751, 62711750, 4951085
62711752, 62711751, 45367870
62711753, 62711750, 2567354
62711754, 62711753, 17245098
62711755, 62711565, 32046964
62711756, 62711755, 2567503
62711757, 62711756, 4793883
62711758, 62711756, 45367876
62711759, 62711756, 45367877
62711760, 62711755, 15757248
62711761, 62711760, 15757249
62711762, 62711760, 15757250
62711763, 62711565, 4797396
62711764, 62711763, 4797397
62711765, 62711564, 4934746
62711766, 62711765, 71566
62711767, 62711766, 12172954
62711768, 62711766, 4796361
62711769, 62711766, 4796354
62711770, 62711766, 4796359
62711771, 62711766, 10701097
62711772, 62711766, 10701071
62711773, 62711766, 10701087
62711774, 62711766, 10701108
62711775, 62711766, 4796360
62711776, 62711766, 10636712
62711777, 62711766, 12180339
62711778, 62711766, 4796352
62711779, 62711766, 12180337
62711780, 62711766, 32435817
62711781, 62711766, 32435818
62711782, 62711766, 4796358
62711783, 62711765, 60907
62711784, 62711783, 619853
62711785, 62711783, 482716
62711786, 62711783, 619852
62711787, 62711783, 4795380
62711788, 62711765, 52258
62711789, 62711788, 3050284
62711790, 62711788, 3050287
62711791, 62711788, 401443
62711792, 62711788, 4795527
62711793, 62711788, 4795526
62711794, 62711788, 482714
62711795, 62711788, 4795471
62711796, 62711788, 19890028
62711797, 62711788, 13701804
62711798, 62711788, 28604869
62711799, 62711788, 619845
62711800, 62711788, 13701808
62711801, 62711788, 45367919
62711802, 62711788, 45367920
62711803, 62711788, 45367921
62711804, 62711788, 32958186
63769239, 62711788, 46452475
63769240, 62711788, 46452476
62711805, 62711765, 2567306
62711806, 62711805, 4796903
62711807, 62711765, 4796882
62711808, 62711807, 8638827
62711809, 62711807, 8638828
62711810, 62711807, 17865967
62711811, 62711807, 10657225
62711812, 62711807, 4796894
62711813, 62711807, 10657228
62711814, 62711807, 32279677
62711815, 62711807, 18652621
62711816, 62711807, 18652622
62711817, 62711807, 18652623
62711818, 62711807, 18652618
62711819, 62711807, 18652612
62711820, 62711807, 18652606
62711821, 62711807, 18652616
62711822, 62711807, 13701827
62711823, 62711807, 28518225
62711824, 62711807, 28518230
62711825, 62711807, 28518224
62711826, 62711807, 28604870
62711827, 62711807, 4796893
62711828, 62711807, 32435819
62711829, 62711807, 32435796
62711830, 62711807, 32435792
62711831, 62711807, 32435793
62711832, 62711807, 32435797
62711833, 62711807, 32435798
62711834, 62711807, 57691
62711835, 62711807, 8637876
62711836, 62711807, 4796901
62711837, 62711807, 33086870
62711838, 62711807, 4796886
62711839, 62711807, 33086871
62711840, 62711807, 45367958
62711841, 62711807, 45367959
62711842, 62711807, 45367960
62711843, 62711807, 45367961
62711844, 62711807, 45367962
62711845, 62711765, 4801051
62711846, 62711845, 10302045
62711847, 62711765, 90230
62711848, 62711847, 10302001
62711849, 62711847, 10302002
62711850, 62711847, 18652649
62711851, 62711847, 18652647
62711852, 62711847, 18652636
62711853, 62711847, 4797552
62711854, 62711847, 18652645
62711855, 62711847, 4797551
62711856, 62711847, 19890025
62711857, 62711847, 4795390
62711858, 62711847, 45367976
62711859, 62711765, 4797514
62711860, 62711859, 10302004
62711861, 62711859, 10302005
62711862, 62711859, 10302006
62711863, 62711859, 10302007
62711864, 62711859, 10302008
62711865, 62711859, 10302009
62711866, 62711859, 4795476
62711867, 62711859, 4795461
62711868, 62711859, 18652610
62711869, 62711859, 18652644
62711870, 62711859, 18652634
62711871, 62711859, 18652635
62711872, 62711859, 4795500
62711873, 62711859, 18652646
62711874, 62711859, 4795504
62711875, 62711859, 4797516
62711876, 62711859, 19890023
62711877, 62711859, 4797519
62711878, 62711859, 32435800
62711879, 62711859, 32435801
62711880, 62711859, 32435799
62711881, 62711859, 45367999
63769241, 62711859, 46452477
62711882, 62711765, 75227
62711883, 62711882, 619864
62711884, 62711882, 4794642
62711885, 62711882, 19661661
62711886, 62711765, 75242
62711887, 62711886, 620020
62711888, 62711886, 620019
62711889, 62711886, 18010211
62711890, 62711886, 4794582
62711891, 62711886, 4794578
62711892, 62711765, 2567302
62711893, 62711765, 2567305
62711894, 62711893, 13816111
62711895, 62711893, 4796879
62711896, 62711893, 4796877
62711897, 62711893, 4796880
62711898, 62711893, 4796881
62711899, 62711893, 19890027
62711900, 62711893, 32435786
62711906, 62711765, 24320523
62711907, 62711906, 32146720
62711908, 62711765, 32435821
62711909, 62711908, 4795389
62711910, 62711908, 32435822
62711911, 62711908, 17241590
62711912, 62711908, 10547475
62711913, 62711908, 17241566
62711914, 62711908, 32435826
62711915, 62711765, 32435815
62711916, 62711915, 18652584
62711917, 62711915, 45368035
62711918, 62711765, 32435788
62711919, 62711918, 32435789
63769242, 62711765, 46452478
63769243, 63769242, 46452479
63769244, 62711765, 46452480
63769245, 63769244, 46452481
63769246, 63769244, 46452482
62711920, 62711564, 17241798
62711921, 62711920, 2567331
62711922, 62711921, 4797393
62711923, 62711921, 4797395
62711924, 62711921, 4797394
62711925, 62711921, 45368043
62711926, 62711564, 13049104
62711927, 62711926, 61165
62711928, 62711927, 586204
62711929, 62711927, 462543
62711930, 62711927, 483676
62711931, 62711927, 3048790
62711932, 62711927, 3048791
62711933, 62711927, 3048792
62711934, 62711927, 3048793
62711935, 62711934, 45368053
62711936, 62711927, 13061798
62711937, 62711927, 13061901
62711938, 62711927, 13061845
62711939, 62711927, 13061868
62711940, 62711927, 4794618
62711941, 62711927, 13061862
62711942, 62711927, 13061786
62711943, 62711927, 13061896
62711944, 62711927, 13061787
62711945, 62711927, 13061897
62711946, 62711927, 13061814
62711947, 62711927, 7163090
62711948, 62711927, 13061863
62711949, 62711927, 13061707
62711950, 62711927, 7163093
62711951, 62711927, 13061769
62711952, 62711927, 13061835
62711953, 62711927, 13061735
62711954, 62711927, 13061771
62711955, 62711927, 13061772
62711956, 62711927, 13061736
62711957, 62711927, 4794622
62711958, 62711927, 4794621
62711959, 62711927, 462544
62711960, 62711927, 4797469
62711961, 62711927, 45368079
62711962, 62711927, 45368080
62711963, 62711927, 45368081
62711964, 62711927, 45368082
62711965, 62711927, 45368083
62711966, 62711927, 45368084
62711967, 62711927, 45368085
62711968, 62711927, 45368086
62711969, 62711927, 11999360
62711971, 62711927, 45368089
62711972, 62711927, 45368090
62711973, 62711927, 45368091
62711974, 62711927, 45368092
62711975, 62711927, 45368093
62711976, 62711927, 13071374
62711977, 62711927, 45368095
62711978, 62711927, 45368096
62711979, 62711927, 45368097
62711980, 62711927, 45368098
62711981, 62711927, 45368099
62711982, 62711927, 45368100
62711983, 62711927, 45368101
62711984, 62711927, 45368102
62711985, 62711927, 45368103
62711986, 62711927, 45368104
62711987, 62711927, 45368105
62711988, 62711927, 45368106
62711989, 62711927, 45368107
62711990, 62711927, 45368108
62711991, 62711927, 45368109
62711992, 62711927, 45368110
62711993, 62711927, 45368111
62711994, 62711927, 45368112
62711995, 62711927, 45368113
62711996, 62711927, 45368114
62711997, 62711927, 45368115
62711998, 62711927, 45368116
62711999, 62711927, 45368117
62712000, 62711927, 45368118
62712001, 62711927, 45368119
62712002, 62711927, 45368120
62712003, 62711927, 45368121
62712004, 62711927, 45368122
62712005, 62711927, 45368123
62712006, 62711927, 45368124
62712007, 62711927, 13071420
62712008, 62712007, 20584132
62712009, 62711927, 45368127
62712010, 62711927, 11999361
62712011, 62711927, 45368129
62712012, 62711927, 45368130
62712013, 62711927, 45368131
62712014, 62711927, 45368132
62712015, 62711927, 45368133
62712016, 62711927, 45368134
62712017, 62711927, 45368135
62712018, 62711927, 45368136
62712019, 62711927, 45368137
62712020, 62711927, 45368138
62712021, 62711927, 45368139
62712022, 62711927, 45368140
62712023, 62711927, 45368141
62712024, 62711927, 45368142
62712025, 62711927, 45368143
62712026, 62711927, 45368144
62712027, 62711927, 45368145
62712028, 62711927, 45368146
62712029, 62711927, 45368147
62712031, 62711927, 13067234
62712032, 62711927, 45368150
62712033, 62711927, 19887160
62712034, 62711927, 4794630
62712035, 62711927, 4794627
62712036, 62711927, 483675
62712037, 62711927, 28393118
62712038, 62711927, 28393113
62712039, 62711927, 396396
62712040, 62711927, 28518222
62712041, 62711927, 45368159
62712042, 62711927, 45368160
62712043, 62711927, 45368161
62712044, 62711927, 45368162
62712045, 62711927, 45368163
62712046, 62711927, 45368164
62712047, 62711927, 45368165
62712048, 62711927, 45368166
62712049, 62711927, 45368167
62712050, 62711927, 45368168
62712051, 62711927, 45368169
62712052, 62711927, 45368170
62712053, 62711927, 45368171
62712054, 62711927, 45368172
63769247, 62711927, 46452483
62712055, 62711926, 2567308
62712056, 62712055, 3028224
62712057, 62712055, 17861818
62712058, 62712055, 19646790
62712059, 62712055, 19886524
62712060, 62711926, 60904
62712061, 62712060, 45368179
62712062, 62712060, 482710
62712063, 62712060, 18652590
62712064, 62712060, 4795805
62712065, 62712060, 4795791
62712066, 62712060, 45368184
62712067, 62712060, 45368185
62712068, 62711926, 75222
62712069, 62712068, 3048779
62712070, 62712068, 3048780
62712071, 62712068, 10434081
62712072, 62712068, 4795371
62712073, 62712068, 4795374
62712074, 62712068, 619854
62712075, 62712068, 18652583
62712076, 62712068, 45368194
62712077, 62711926, 2567304
62712078, 62712077, 17811667
62712079, 62712077, 4798133
62712080, 62712077, 19660937
62712081, 62712077, 19661137
62712082, 62711926, 75228
62712083, 62712082, 619865
62712084, 62711926, 4798333
62712085, 62712084, 4798335
62712086, 62712084, 18652593
62712087, 62712084, 4798336
62712088, 62712084, 4798337
62712089, 62712084, 31727811
62712090, 62711926, 45368208
62712091, 62711926, 17865948
62712092, 62712091, 17865949
63769248, 62711926, 46452484
