taxon_id, parent_id, page_id
20634586, 20634127, 476639
20634587, 20634127, 476640
20634588, 20634127, 398310
20634589, 20634127, 476644
20634590, 20634127, 476645
20634591, 20634127, 476643
20634592, 20634127, 471939
20634593, 20634127, 474586
20634594, 20634127, 406550
20634595, 20634127, 471936
20634597, 20634127, 471937
20634598, 20634127, 398308
20634599, 20634127, 2928041
20634600, 20634127, 471933
20634601, 20634127, 1238712
20634602, 20634127, 471935
20634603, 20634127, 471934
20634604, 20634127, 471931
20634605, 20634127, 398307
20634606, 20634127, 398306
20634607, 20634127, 474549
20634608, 20634127, 471932
20634609, 20634127, 2928051
20634610, 20634127, 474584
20634611, 20634127, 474552
20634612, 20634127, 1238713
20634613, 20634127, 1238884
20634614, 20634127, 1238883
20634615, 20634127, 474550
20634616, 20634127, 1238710
20634617, 20634127, 474551
20634618, 20634127, 474554
20634619, 20634127, 474553
20634620, 20634127, 474546
20634621, 20634127, 474547
20634622, 20634127, 474556
20634623, 20634127, 474544
20634624, 20634127, 474545
20634625, 20634127, 474548
20634626, 20634127, 1238706
20634627, 20634127, 1238702
20634628, 20634127, 467147
20634629, 20634127, 474557
20634630, 20634127, 474581
20634631, 20634127, 394365
20634632, 20634127, 2928074
20634633, 20634127, 474582
20634634, 20634127, 1238703
20634635, 20634127, 474558
20634636, 20634127, 474535
20634637, 20634127, 474583
20634638, 20634127, 1238701
20634639, 20634127, 1238699
20634640, 20634127, 474538
20634641, 20634127, 1262753
20634642, 20634127, 398304
20634643, 20634127, 474536
20634644, 20634127, 474537
20634645, 20634127, 396504
20634646, 20634127, 1265090
20634647, 20634127, 2928089
20634648, 20634127, 474542
20634649, 20634127, 474541
20634650, 20634127, 474539
20634651, 20634127, 1273618
20634652, 20634127, 1238694
20634653, 20634127, 474543
20634654, 20634127, 474540
20634655, 20634127, 1240633
20634656, 20634127, 474432
20634657, 20634127, 474433
20634658, 20634127, 2928100
20634659, 20634127, 474436
20634660, 20634127, 474435
20634661, 20634127, 474425
20634662, 20634127, 474426
20634663, 20634127, 474428
20634664, 20634127, 1240635
20634665, 20634127, 1274302
20634666, 20634127, 474421
20634667, 20634127, 474424
20634668, 20634127, 474422
20634669, 20634127, 1262616
20634670, 20634127, 474423
20634671, 20634127, 1262614
20634672, 20634127, 474417
20634674, 20634127, 474414
20634675, 20634127, 1274313
20634677, 20634127, 397612
20634678, 20634127, 474439
20634679, 20634127, 474443
20634680, 20634127, 474455
20634681, 20634127, 474487
20634682, 20634127, 1275830
20634683, 20634127, 398491
20634684, 20634127, 1274315
20634685, 20634127, 474488
20634686, 20634127, 2928128
20634687, 20634127, 398492
20634688, 20634127, 478833
20634689, 20634127, 474494
20634690, 20634127, 474495
20634691, 20634127, 474493
20634692, 20634127, 474491
20634693, 20634127, 474490
20634694, 20634127, 478804
20634695, 20634127, 474489
20634696, 20634127, 478796
20634697, 20634127, 478735
20634698, 20634127, 1274320
20634699, 20634127, 478749
20634700, 20634127, 590447
20634701, 20634127, 474401
20634702, 20634127, 398293
20634703, 20634127, 474402
20634704, 20634127, 474377
20634705, 20634127, 474376
20634706, 20634127, 1274319
20634707, 20634127, 1273597
20634708, 20634127, 398287
20634709, 20634127, 399056
20634710, 20634127, 474351
20634711, 20634127, 2928153
20634712, 20634127, 474356
20634713, 20634127, 474355
20634714, 20634127, 474321
20634715, 20634127, 1274328
20634716, 20634127, 474359
20634717, 20634127, 474322
20634718, 20634127, 474324
20634719, 20634127, 1273598
20634720, 20634127, 2928162
20634721, 20634127, 474328
20634722, 20634127, 474319
20634724, 20634127, 474327
20634725, 20634127, 474320
20634726, 20634127, 474323
20634727, 20634127, 474316
20634728, 20634127, 474317
20634729, 20634127, 474318
20634730, 20634127, 2928172
37999117, 20634127, 3807917
37999118, 20634127, 10310415
37999119, 20634127, 20438953
37999120, 20634127, 1238705
37999121, 20634127, 3807918
37999122, 20634127, 1238698
37999123, 20634127, 20438957
37999124, 20634127, 20438958
37999125, 20634127, 10310417
37999126, 20634127, 3807919
37999127, 20634127, 3807920
37999128, 20634127, 20438962
37999129, 20634127, 20438963
37999130, 20634127, 3807921
37999131, 20634127, 20438965
37999132, 20634127, 3807922
37999133, 20634127, 20438967
37999134, 20634127, 20438968
41024995, 20634127, 23461313
53893353, 20634127, 32235875
53893354, 20634127, 36549025
53893355, 20634127, 36549026
53893356, 20634127, 36549027
53893357, 20634127, 36549028
53893358, 20634127, 29304780
53893359, 20634127, 36549030
53893360, 20634127, 36549031
53893361, 20634127, 36549032
53893362, 20634127, 36549033
53893363, 20634127, 29304781
53893364, 20634127, 36549035
53893365, 20634127, 36549036
53893366, 20634127, 36549037
53893367, 20634127, 36549038
53893368, 20634127, 29304782
53893369, 20634127, 36549040
53893370, 20634127, 36549041
53893371, 20634127, 36549042
53893372, 20634127, 36549043
53893373, 20634127, 36549044
53893374, 20634127, 36549045
53893375, 20634127, 36549046
20634128, 20634116, 59376
20634731, 20634128, 467525
20634732, 20634128, 467524
20634129, 20634116, 59644
20634733, 20634129, 470502
20634734, 20634129, 470504
20634735, 20634129, 470511
20634736, 20634129, 470503
20634130, 20634116, 32570
20634737, 20634130, 2928179
20634738, 20634130, 406394
20634739, 20634130, 2928181
20634740, 20634130, 2928182
20634741, 20634130, 406395
20634742, 20634130, 2928184
20634743, 20634130, 2928185
20634744, 20634130, 406397
20634131, 20634116, 49140
20634745, 20634131, 491831
20634750, 20634131, 484035
20634758, 20634131, 491840
20634777, 20634131, 492737
20634780, 20634131, 405148
20634781, 20634131, 492740
20634785, 20634131, 396414
20634786, 20634131, 396413
20634132, 20634116, 2927574
20634816, 20634132, 2928258
20634133, 20634116, 53204
20634817, 20634133, 406396
20634818, 20634133, 406393
20634134, 20634116, 53209
20634819, 20634134, 406414
20634135, 20634116, 60192
20634820, 20634135, 476649
20634136, 20634116, 52799
20634821, 20634136, 403872
20634137, 20634116, 32658
20634822, 20634137, 406413
20634824, 20634137, 508709
20634138, 20634116, 58070
20634825, 20634138, 453208
20634139, 20634116, 58946
20634826, 20634139, 463520
20634140, 20634116, 49148
20634827, 20634140, 392826
20634828, 20634140, 392827
20634829, 20634140, 484023
20634830, 20634140, 491853
20634831, 20634140, 406520
20634832, 20634140, 406521
20634833, 20634140, 491855
20634834, 20634140, 462861
20634835, 20634140, 406524
20634836, 20634140, 406497
20634837, 20634140, 491874
20634838, 20634140, 491873
20634839, 20634140, 491876
20634840, 20634140, 491877
20634841, 20634140, 397033
20634842, 20634140, 491731
20634843, 20634140, 401627
20634844, 20634140, 484025
20634845, 20634140, 491734
20634846, 20634140, 491733
20634847, 20634140, 491732
20634848, 20634140, 491736
20634849, 20634140, 491735
20634850, 20634140, 491742
20634851, 20634140, 491741
20634852, 20634140, 491740
20634853, 20634140, 491739
20634854, 20634140, 491738
20634855, 20634140, 491745
20634856, 20634140, 491744
20634857, 20634140, 491743
20634858, 20634140, 484026
20634859, 20634140, 489376
20634860, 20634140, 489377
20634861, 20634140, 489374
20634862, 20634140, 489375
20634863, 20634140, 489380
20634864, 20634140, 489379
20634865, 20634140, 489378
20634866, 20634140, 491753
20634867, 20634140, 401625
20634868, 20634140, 491752
20634869, 20634140, 396525
20634870, 20634140, 483999
20634871, 20634140, 486139
20634872, 20634140, 486138
20634873, 20634140, 486147
20634874, 20634140, 486146
20634875, 20634140, 484000
20634876, 20634140, 484001
20634877, 20634140, 484003
20634878, 20634140, 486162
20634879, 20634140, 486159
20634880, 20634140, 486160
20634881, 20634140, 486165
20634882, 20634140, 486163
20634883, 20634140, 486161
20634884, 20634140, 485269
20634885, 20634140, 486166
20634886, 20634140, 401620
20634887, 20634140, 486164
20634888, 20634140, 614129
20634889, 20634140, 485270
20634890, 20634140, 486106
20634891, 20634140, 401619
20634892, 20634140, 462892
20634893, 20634140, 486108
20634894, 20634140, 486107
20634895, 20634140, 485271
20634896, 20634140, 2928338
20634897, 20634140, 401618
20634898, 20634140, 486115
20634899, 20634140, 486113
20634900, 20634140, 402375
20634901, 20634140, 614126
20634902, 20634140, 401617
20634903, 20634140, 401615
20634904, 20634140, 402374
20634905, 20634140, 485663
20634906, 20634140, 485662
20634907, 20634140, 485661
20634908, 20634140, 485660
20634909, 20634140, 402349
20634910, 20634140, 402334
20634911, 20634140, 485273
20634912, 20634140, 485665
20634913, 20634140, 485664
20634914, 20634140, 485274
37999136, 20634140, 12069504
37999137, 20634140, 20438971
37999138, 20634140, 20438972
37999139, 20634140, 3812127
37999140, 20634140, 20438974
37999141, 20634140, 3812128
41025002, 20634140, 392830
41025003, 20634140, 491854
41025004, 20634140, 491872
41025005, 20634140, 491875
41025006, 20634140, 406490
41025007, 20634140, 484024
41025008, 20634140, 491737
41025009, 20634140, 489373
53893376, 20634140, 36549047
53893377, 20634140, 36549048
53893378, 20634140, 36549049
53893379, 20634140, 36549050
53893380, 20634140, 36549051
53893381, 20634140, 36549052
53893382, 20634140, 36549053
53893383, 20634140, 36549054
53893384, 20634140, 36549055
53893385, 20634140, 36549056
53893386, 20634140, 36549057
53893387, 20634140, 36549058
53893388, 20634140, 36549059
53893389, 20634140, 36549060
53893390, 20634140, 36549061
53893391, 20634140, 36549062
20634141, 20634116, 58418
20634915, 20634141, 457587
41025010, 20634141, 23461328
41025011, 20634141, 23461329
20634142, 20634116, 34650
20634916, 20634142, 464663
20634917, 20634142, 399987
20634918, 20634142, 474086
20634919, 20634142, 474085
20634920, 20634142, 474087
20634922, 20634142, 474089
20634923, 20634142, 474090
20634924, 20634142, 474075
20634925, 20634142, 474077
20634926, 20634142, 474078
20634927, 20634142, 394648
20634928, 20634142, 474076
20634929, 20634142, 1274334
20634930, 20634142, 1265081
20634931, 20634142, 1274333
20634932, 20634142, 474070
20634933, 20634142, 474073
20634934, 20634142, 474072
20634935, 20634142, 474074
20634936, 20634142, 471726
20634937, 20634142, 394644
20634938, 20634142, 471727
20634939, 20634142, 471731
20634940, 20634142, 398942
20634941, 20634142, 471728
20634942, 20634142, 471725
20634943, 20634142, 1274317
20634944, 20634142, 474068
20634945, 20634142, 474069
37999142, 20634142, 1274267
41025012, 20634142, 474088
41025013, 20634142, 23461331
41025014, 20634142, 23461332
41025015, 20634142, 471723
20634143, 20634116, 34616
20634947, 20634143, 470498
20634948, 20634143, 470506
20634949, 20634143, 1262335
20634950, 20634143, 1262337
20634951, 20634143, 1262331
20634952, 20634143, 470501
20634953, 20634143, 470492
20634954, 20634143, 470496
20634955, 20634143, 470489
20634956, 20634143, 470490
20634957, 20634143, 480617
20634958, 20634143, 1273992
20634959, 20634143, 470483
37999143, 20634143, 1240457
20634144, 20634116, 38179
20634960, 20634144, 461658
20634961, 20634144, 2928403
20634962, 20634144, 463525
20634963, 20634144, 508706
20634964, 20634144, 461657
20634965, 20634144, 461656
20634966, 20634144, 463523
20634967, 20634144, 2928409
20634968, 20634144, 461655
20634969, 20634144, 397230
20634970, 20634144, 508700
20634971, 20634144, 461649
20634972, 20634144, 397227
20634973, 20634144, 461650
20634974, 20634144, 1252810
20634975, 20634144, 453205
20634976, 20634144, 453206
20634977, 20634144, 463524
20634979, 20634144, 503068
20634980, 20634144, 2928422
20634981, 20634144, 453202
20634982, 20634144, 453203
20634983, 20634144, 453192
20634984, 20634144, 2928426
20634985, 20634144, 503235
20634986, 20634144, 463526
20634987, 20634144, 1274818
20634988, 20634144, 453190
20634989, 20634144, 458495
20634990, 20634144, 458426
20634991, 20634144, 1252814
20634992, 20634144, 1252822
20634993, 20634144, 458427
20634994, 20634144, 453191
20634995, 20634144, 2928437
20634996, 20634144, 503236
20634997, 20634144, 453198
20634998, 20634144, 2928440
20634999, 20634144, 453195
20635000, 20634144, 396200
20635001, 20634144, 2928443
20635002, 20634144, 503238
20635003, 20634144, 453197
20635004, 20634144, 453199
20635005, 20634144, 463487
20635006, 20634144, 453200
20635007, 20634144, 453196
20635008, 20634144, 503237
20635009, 20634144, 1274821
20635010, 20634144, 1274823
20635011, 20634144, 503239
20635012, 20634144, 452476
20635013, 20634144, 452477
20635014, 20634144, 503240
20635015, 20634144, 2928457
20635016, 20634144, 452468
20635017, 20634144, 452469
20635018, 20634144, 1252824
20635019, 20634144, 452467
20635020, 20634144, 503242
20635021, 20634144, 452466
20635022, 20634144, 463494
20635023, 20634144, 1252828
20635024, 20634144, 1274824
20635025, 20634144, 452465
20635026, 20634144, 2928468
20635027, 20634144, 2928469
20635028, 20634144, 503243
20635029, 20634144, 455672
20635030, 20634144, 452458
20635031, 20634144, 455669
20635032, 20634144, 455670
20635033, 20634144, 1252831
20635034, 20634144, 455673
20635035, 20634144, 403116
20635036, 20634144, 2928478
20635037, 20634144, 455668
20635038, 20634144, 503244
20635039, 20634144, 2928481
20635040, 20634144, 452424
20635041, 20634144, 452425
20635042, 20634144, 452426
20635043, 20634144, 2928485
20635044, 20634144, 503214
20635045, 20634144, 2928487
20635046, 20634144, 2928488
20635047, 20634144, 452419
20635048, 20634144, 452420
20635049, 20634144, 452421
20635050, 20634144, 452416
20635051, 20634144, 452417
20635052, 20634144, 452418
20635053, 20634144, 2928495
20635054, 20634144, 452415
20635055, 20634144, 455015
20635056, 20634144, 455014
20635057, 20634144, 2928499
20635058, 20634144, 455005
20635059, 20634144, 2928501
20635060, 20634144, 2928502
20635061, 20634144, 455011
20635062, 20634144, 455013
20635063, 20634144, 455006
20635064, 20634144, 455007
20635065, 20634144, 397140
20635066, 20634144, 2928508
20635067, 20634144, 454976
20635068, 20634144, 454975
20635069, 20634144, 455004
20635070, 20634144, 454972
20635071, 20634144, 454974
20635072, 20634144, 452423
20635073, 20634144, 452422
20635074, 20634144, 397139
20635076, 20634144, 1263005
20635077, 20634144, 452403
20635078, 20634144, 397143
20635079, 20634144, 452406
20635080, 20634144, 452407
20635081, 20634144, 397700
20635082, 20634144, 452398
20635083, 20634144, 2928525
20635084, 20634144, 452397
20635085, 20634144, 393594
20635086, 20634144, 1252836
20635087, 20634144, 406300
20635088, 20634144, 1252835
20635089, 20634144, 475550
20635090, 20634144, 2928532
20635091, 20634144, 475552
20635092, 20634144, 594157
20635093, 20634144, 595183
20635094, 20634144, 2928536
20635095, 20634144, 475551
20635096, 20634144, 1252847
20635097, 20634144, 475557
20635098, 20634144, 475186
20635099, 20634144, 594156
20635100, 20634144, 2928542
20635101, 20634144, 2928543
20635102, 20634144, 452400
20635103, 20634144, 403109
20635104, 20634144, 1246549
20635105, 20634144, 452402
20635106, 20634144, 397699
20635107, 20634144, 395733
20635108, 20634144, 1273762
20635109, 20634144, 452134
20635111, 20634144, 452133
20635112, 20634144, 2928554
20635113, 20634144, 452132
20635114, 20634144, 452399
20635115, 20634144, 1263051
20635116, 20634144, 1247456
20635118, 20634144, 503215
20635119, 20634144, 503216
20635120, 20634144, 1262690
20635121, 20634144, 455654
20635122, 20634144, 1262088
20635123, 20634144, 452153
20635124, 20634144, 1262077
20635125, 20634144, 452151
20635126, 20634144, 1262085
20635127, 20634144, 1262087
20635128, 20634144, 452152
20635129, 20634144, 452157
20635130, 20634144, 452158
20635131, 20634144, 2928573
20635132, 20634144, 452156
20635134, 20634144, 1262920
20635136, 20634144, 1274616
20635137, 20634144, 452154
20635138, 20634144, 452161
20635139, 20634144, 1262918
20635140, 20634144, 1262091
20635141, 20634144, 452159
20635142, 20634144, 503219
20635143, 20634144, 452162
20635144, 20634144, 452160
20635145, 20634144, 1274618
20635146, 20634144, 1262098
20635148, 20634144, 452163
20635149, 20634144, 452165
20635150, 20634144, 503220
20635151, 20634144, 452167
20635152, 20634144, 2928594
20635153, 20634144, 452168
20635154, 20634144, 452166
20635155, 20634144, 2928597
20635156, 20634144, 452173
20635157, 20634144, 452170
20635158, 20634144, 452171
20635159, 20634144, 2928601
20635160, 20634144, 452175
20635161, 20634144, 452172
20635162, 20634144, 452176
37999144, 20634144, 20438978
37999145, 20634144, 20438979
37999146, 20634144, 1273660
37999147, 20634144, 1274819
37999148, 20634144, 1252821
37999149, 20634144, 20438983
37999150, 20634144, 1252826
37999151, 20634144, 20438985
37999152, 20634144, 1252845
37999153, 20634144, 20438987
37999154, 20634144, 455653
37999155, 20634144, 1262093
37999156, 20634144, 1262919
37999157, 20634144, 1262090
37999158, 20634144, 503218
37999159, 20634144, 20438993
37999160, 20634144, 20438994
37999161, 20634144, 20438995
41025016, 20634144, 3813818
41025017, 20634144, 23461335
41025018, 20634144, 23461336
41025019, 20634144, 461654
41025020, 20634144, 23461338
41025021, 20634144, 463527
41025022, 20634144, 23461340
41025023, 20634144, 3813820
41025024, 20634144, 452413
41025025, 20634144, 452414
41025026, 20634144, 455018
41025027, 20634144, 452412
41025028, 20634144, 455009
41025029, 20634144, 455008
41025030, 20634144, 452411
41025031, 20634144, 3813821
41025032, 20634144, 452405
41025033, 20634144, 23461351
41025034, 20634144, 23461352
41025035, 20634144, 452155
53893392, 20634144, 36549063
53893393, 20634144, 36549064
53893394, 20634144, 36549065
53893395, 20634144, 36549066
53893396, 20634144, 452404
53893397, 20634144, 36549068
53893398, 20634144, 36549069
53893399, 20634144, 36549070
20634145, 20634116, 59643
20635163, 20634145, 470482
20634146, 20634116, 51074
20635164, 20634146, 398284
20634147, 20634116, 50385
20635165, 20634147, 2928607
20635166, 20634147, 2928608
20635167, 20634147, 2928609
20635168, 20634147, 2928610
20635169, 20634147, 503221
20635170, 20634147, 2928612
20635171, 20634147, 452178
20635172, 20634147, 452179
20635173, 20634147, 2928615
20635174, 20634147, 452181
20635175, 20634147, 2928617
20635176, 20634147, 2928618
20635177, 20634147, 452182
20635178, 20634147, 2928620
20635179, 20634147, 397229
20635180, 20634147, 2928622
20635181, 20634147, 503061
20635182, 20634147, 503057
20635183, 20634147, 458945
20635184, 20634147, 2928626
20635185, 20634147, 397223
20635186, 20634147, 2928628
20635187, 20634147, 458936
20635188, 20634147, 463506
20635189, 20634147, 458933
20635190, 20634147, 458935
20635191, 20634147, 2928633
20635192, 20634147, 458903
20635193, 20634147, 2928635
20635194, 20634147, 458902
20635195, 20634147, 458932
20635196, 20634147, 2928638
20635197, 20634147, 503050
20635198, 20634147, 396146
20635199, 20634147, 2928641
20635200, 20634147, 2928642
20635201, 20634147, 458904
20635202, 20634147, 2928644
20635203, 20634147, 2928645
20635204, 20634147, 503049
20635205, 20634147, 2928647
20635206, 20634147, 2928648
20635207, 20634147, 2928649
20635208, 20634147, 458950
20635209, 20634147, 458905
41025036, 20634147, 19451826
41025037, 20634147, 19451827
20634148, 20634116, 2927590
20635210, 20634148, 2928652
37999165, 20634148, 20438999
53893401, 20634148, 36549072
53893402, 20634148, 36549073
20634149, 20634116, 52669
20635211, 20634149, 451872
20635212, 20634149, 403035
20635213, 20634149, 484344
20634150, 20634116, 61487
20635216, 20634150, 485680
37999166, 20634150, 3815827
37999167, 20634150, 15653919
20634151, 20634116, 57975
20635217, 20634151, 452186
20635218, 20634151, 452187
20635219, 20634151, 503046
20634152, 20634116, 53197
20635220, 20634152, 452189
20635221, 20634152, 452190
20635222, 20634152, 452188
20635223, 20634152, 2928665
20635224, 20634152, 2928666
20635225, 20634152, 452196
20635226, 20634152, 452195
20635227, 20634152, 452194
20635228, 20634152, 452199
20635229, 20634152, 452198
20635230, 20634152, 406382
20635231, 20634152, 406388
20635232, 20634152, 406378
20635233, 20634152, 599612
20635234, 20634152, 406380
53893403, 20634152, 452192
53893404, 20634152, 452191
53893405, 20634152, 36549076
53893406, 20634152, 36549077
20634153, 20634116, 61488
20635235, 20634153, 485277
20634154, 20634116, 51256
20635236, 20634154, 474084
20635237, 20634154, 474083
20635238, 20634154, 474065
20635239, 20634154, 2928681
20635240, 20634154, 474082
20635241, 20634154, 474058
20635242, 20634154, 2928684
20635243, 20634154, 474064
20635244, 20634154, 474059
20635245, 20634154, 2928687
20635246, 20634154, 2928688
20635247, 20634154, 2928689
20635248, 20634154, 474061
20635249, 20634154, 2928691
20635250, 20634154, 474060
20635251, 20634154, 474057
20635252, 20634154, 2928694
20635253, 20634154, 398736
20635254, 20634154, 2928696
20635255, 20634154, 399355
37999171, 20634154, 3816113
20634155, 20634116, 32569
20635256, 20634155, 397202
20635257, 20634155, 474048
20635258, 20634155, 474049
20635259, 20634155, 397193
20635260, 20634155, 397188
20635261, 20634155, 474043
20635262, 20634155, 474042
20635263, 20634155, 474044
20635264, 20634155, 2928706
20635265, 20634155, 474045
20635266, 20634155, 397186
20635267, 20634155, 1238664
20635268, 20634155, 468649
20635269, 20634155, 468648
20635270, 20634155, 1238658
20635271, 20634155, 1238657
20635272, 20634155, 1238655
20635273, 20634155, 1273622
20635274, 20634155, 1238653
20635275, 20634155, 1238651
20635276, 20634155, 468647
20635277, 20634155, 468651
20635278, 20634155, 397974
20635279, 20634155, 2928721
20635280, 20634155, 397189
20635281, 20634155, 468650
20635282, 20634155, 397149
20635283, 20634155, 1238652
20635284, 20634155, 468640
20635285, 20634155, 474029
20635286, 20634155, 397184
20635287, 20634155, 474019
20635288, 20634155, 474018
20635289, 20634155, 1262762
20635292, 20634155, 2928734
20635293, 20634155, 474067
20635294, 20634155, 474015
20635295, 20634155, 474016
20635296, 20634155, 1238640
20635297, 20634155, 397194
20635298, 20634155, 473984
20635299, 20634155, 473986
20635300, 20634155, 473987
20635301, 20634155, 473980
20635302, 20634155, 473991
20635303, 20634155, 473983
20635304, 20634155, 473985
20635305, 20634155, 2928747
20635306, 20634155, 473977
20635307, 20634155, 473981
20635308, 20634155, 473978
20635309, 20634155, 473975
20635310, 20634155, 473979
20635311, 20634155, 393609
20635312, 20634155, 397174
20635313, 20634155, 473990
20635314, 20634155, 473959
20635315, 20634155, 473961
20635316, 20634155, 1261817
20635317, 20634155, 2928759
20635318, 20634155, 2928760
20635319, 20634155, 2928761
20635320, 20634155, 2928762
20635321, 20634155, 473960
20635322, 20634155, 473988
